,0,1,2,3,4
217,17,217,eddison tollett,Theres nothing more sickening than a man in love,"['Jeor Mormont', 'Jon Snow', 'Samwell Tarly', 'Grenn', 'Eddison Tollett']"
218,19,218,man,About time you did something At least youll keep warm,"['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
219,19,219,sam,"The Fist of the First Men Think of how old this place is Before the Targaryens defeated the Andals, before the Andals took Westeros from the First Men","['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
220,19,220,eddison tollett,"Before I die, please, stop talking","['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
221,19,221,sam,"Thousands and thousands of years ago, the First Men stood here where were standing all through the long night What do you think they were like, the First Men?","['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
222,19,222,eddison tollett,Stupid Smart people dont find themselves in places like this,"['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
223,19,223,jon,I think they were afraid I think they came here to get away from something And I dont think it worked,"['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
224,19,224,grenn,Wildlings?,"['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
225,19,225,jon,One blast is for rangers returning Wildlings is two blasts,"['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
226,19,226,eddison tollett,"So you got to stand there waiting, wondering One blast for friends, two for foes","['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
227,19,227,sam,"And three for White Walkers Its been a thousand years, but thats the only time they blow the horn three times","['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
228,19,228,grenn,"But if its been a thousand years, how do you know?","['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
229,19,229,sam,Well I read it in a book,"['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
230,19,230,eddison tollett,I read it in a book,"['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
231,19,231,jon,Look Its Qhorin Halfhand,"['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
232,19,232,eddison tollett,"Aye, well live another day Hurrah","['Samwell Tarly', 'Eddison Tollett', 'Jon Snow', 'Grenn', 'Ghost']"
233,20,233,haylene,"Take care, my lord","['Tyrion Lannister', 'Hallyne', 'Bronn']"
234,20,234,tyrion,"I remember reading an old sailors proverb, Piss on wildfire and your cock burns off","['Tyrion Lannister', 'Hallyne', 'Bronn']"
235,20,235,haylene,"Oh, I have not conducted this experiment It could well be true The substance burns so hot, it melts wood, stone, even steel, and, of course, flesh The substance burns so hot, it melts flesh like tallow","['Tyrion Lannister', 'Hallyne', 'Bronn']"
236,20,236,haylene,"After the dragons died, wildfire was the key to the Targaryen power","['Tyrion Lannister', 'Hallyne', 'Bronn']"
237,20,237,tyrion,My companion takes issue,"['Tyrion Lannister', 'Hallyne', 'Bronn']"
238,20,238,bronn,If I could tell you how many crazy old men Ive seen pushing carts around army camps making grand claims about jars full of pig shit No offense meant,"['Tyrion Lannister', 'Hallyne', 'Bronn']"
239,20,239,haylene,Our order does not deal in pig shit The substance is fire given form And we have been perfecting it since the days of Maegor,"['Tyrion Lannister', 'Hallyne', 'Bronn']"
240,20,240,bronn,To do what?,"['Tyrion Lannister', 'Hallyne', 'Bronn']"
241,20,241,haylene,The jars are put in catapults and flung at the enemy,"['Tyrion Lannister', 'Hallyne', 'Bronn']"
242,20,242,tyrion,How much do you have?,"['Tyrion Lannister', 'Hallyne', 'Bronn']"
243,20,243,bronn,"If you could get real soldiers to man the catapults, then maybe youd hit your target one time in ten, but all the real soldiers are in the Riverlands with your father","['Tyrion Lannister', 'Hallyne', 'Bronn']"
244,20,244,haylene,"My lord, this man is insulting","['Tyrion Lannister', 'Hallyne', 'Bronn']"
245,20,245,bronn,"I dont know if youve ever seen a battle, old man, but things can get a bit messy Cause when were flinging things at Stannis, hes flinging them right back at us Men die, men shit themselves, men run, which means pots falling, which means fire inside the walls, which means the poor cunts trying to defend the city end up burning it down","['Tyrion Lannister', 'Hallyne', 'Bronn']"
246,20,246,tyrion,My friend remains unconvinced,"['Tyrion Lannister', 'Hallyne', 'Bronn']"
247,20,247,haylene,He would not dare insult my order whilst Aerys Targaryen lived,"['Tyrion Lannister', 'Hallyne', 'Bronn']"
248,20,248,bronn,"Well, hes not living anymore And all his pots of wildfire didnt help him, did they? Men win wars, not magic tricks","['Tyrion Lannister', 'Hallyne', 'Bronn']"
249,20,249,haylene,"We have been working tirelessly, day and night, ever since your royal sister commanded us to do so Our present count stands at 7,811 Enough to burn Stannis Baratheons fleet and armies both","['Tyrion Lannister', 'Hallyne', 'Bronn']"
250,20,250,bronn,This is a shit idea,"['Tyrion Lannister', 'Hallyne', 'Bronn']"
251,20,251,tyrion,"Im afraid I have to concur with my advisor, Wisdom Haylene The contents of this room could lay Kings Landing low You wont be making wildfire for my sister any longer Youll be making it for me","['Tyrion Lannister', 'Hallyne', 'Bronn']"
252,21,252,daenerys,Dracarys Dracarys,"['Daenerys Targaryen', 'Doreah', 'Drogon']"
253,21,253,daenerys,Hell be able to feed himself from now on,"['Daenerys Targaryen', 'Doreah', 'Drogon']"
254,21,254,daenerys,"Let him sleep, Doreah","['Daenerys Targaryen', 'Doreah', 'Drogon']"
255,21,255,doreah,"Yes, Khaleesi","['Daenerys Targaryen', 'Doreah', 'Drogon']"
256,22,256,daenerys,He loves you,"['Daenerys Targaryen', 'Doreah', 'Drogon', 'Irri', 'Viserion', 'Rhaegal']"
257,22,257,daenerys,"Thank you, my friend","['Daenerys Targaryen', 'Doreah', 'Drogon', 'Irri', 'Viserion', 'Rhaegal']"
258,22,258,doreah,Did you see the dress Xaro had made for you? They say hes the wealthiest man in Qarth,"['Daenerys Targaryen', 'Doreah', 'Drogon', 'Irri', 'Viserion', 'Rhaegal']"
259,22,259,irri,It is known,"['Daenerys Targaryen', 'Doreah', 'Drogon', 'Irri', 'Viserion', 'Rhaegal']"
260,22,260,doreah,And if Qarth is the wealthiest city in Essos,"['Daenerys Targaryen', 'Doreah', 'Drogon', 'Irri', 'Viserion', 'Rhaegal']"
261,22,261,daenerys,"The last time a rich man gave me a dress, he was selling me to Khal Drogo","['Daenerys Targaryen', 'Doreah', 'Drogon', 'Irri', 'Viserion', 'Rhaegal']"
262,22,262,daenerys,"Xaro is our host, but we know nothing about him Men like to talk about other men when theyre happy","['Daenerys Targaryen', 'Doreah', 'Drogon', 'Irri', 'Viserion', 'Rhaegal']"
263,22,263,doreah,You would look like a real princess in Xaros,"['Daenerys Targaryen', 'Doreah', 'Drogon', 'Irri', 'Viserion', 'Rhaegal']"
264,22,264,irri,"Shes not a princess Shes a Khaleesi You should wear it, Khaleesi","['Daenerys Targaryen', 'Doreah', 'Drogon', 'Irri', 'Viserion', 'Rhaegal']"
265,22,265,irri,You are their guest It would be rude not to,"['Daenerys Targaryen', 'Doreah', 'Drogon', 'Irri', 'Viserion', 'Rhaegal']"
266,23,266,woman,And you must visit the night market The Qartheen night market is like no night market youve ever seen,"['Irri', 'Daenerys Targaryen', 'Doreah', 'Qartheen Woman']"
267,23,267,daenerys,It sounds wonderful,"['Irri', 'Daenerys Targaryen', 'Doreah', 'Qartheen Woman']"
268,23,268,woman,The Meereenis think they have a night market I will take you there myself,"['Irri', 'Daenerys Targaryen', 'Doreah', 'Qartheen Woman']"
269,23,269,daenerys,Please excuse me for a moment,"['Irri', 'Daenerys Targaryen', 'Doreah', 'Qartheen Woman']"
270,24,270,daenerys,What are they doing?,"['Daenerys Targaryen', 'Kovarro', 'Jorah Mormont']"
271,24,271,jorah,"Malakko says the statue is too heavy to carry Kovarro says that Malakko is an idiot They can pry out the gems, the rest is pure gold Very soft He can chop off as much as we can carry","['Daenerys Targaryen', 'Kovarro', 'Jorah Mormont']"
272,25,272,daenerys,My brother used to say the only thing the Dothraki knew how to do was steal things better men have built,"['Daenerys Targaryen', 'Jorah Mormont']"
273,25,273,jorah,Its not the only thing Theyre quite good at killing the better men,"['Daenerys Targaryen', 'Jorah Mormont']"
274,25,274,daenerys,Thats not the kind of queen Im going to be,"['Daenerys Targaryen', 'Jorah Mormont']"
275,26,275,pyatt pree,"Mother of Dragons On behalf of the warlocks of Qarth, I welcome you A demonstration?","['Daenerys Targaryen', 'Jorah Mormont', 'Pyat Pree', 'Xaro Xhoan Daxos']"
276,26,276,pyatt pree,Take this gem Look at it Into its depths So many facets Look closely enough and you can see yourself in them Often more than once,"['Daenerys Targaryen', 'Jorah Mormont', 'Pyat Pree', 'Xaro Xhoan Daxos']"
277,26,277,pyatt pree,"Should you grow tired of Xaros baubles and trinkets, it would be an honor to host you at the House of the Undying You are always welcome, Mother of Dragons","['Daenerys Targaryen', 'Jorah Mormont', 'Pyat Pree', 'Xaro Xhoan Daxos']"
278,26,278,xaro,My apologies Pyatt Pree is one of the Thirteen It was customary for me to extend him an invitation Customs die slow deaths in Qarth,"['Daenerys Targaryen', 'Jorah Mormont', 'Pyat Pree', 'Xaro Xhoan Daxos']"
279,26,279,daenerys,What is the House of the Undying?,"['Daenerys Targaryen', 'Jorah Mormont', 'Pyat Pree', 'Xaro Xhoan Daxos']"
280,26,280,xaro,"It is where the warlocks go to squint at dusty books and drink shade of the evening It turns their lips blue and their minds soft So soft, they actually believe their parlor tricks are magic","['Daenerys Targaryen', 'Jorah Mormont', 'Pyat Pree', 'Xaro Xhoan Daxos']"
281,27,281,quaithe,You watch over her,"['Jorah Mormont', 'Quaithe', 'Daenerys Targaryen']"
282,27,282,jorah,Do I know you?,"['Jorah Mormont', 'Quaithe', 'Daenerys Targaryen']"
283,27,283,quaithe,I know you Jorah Mormont of Bear Island,"['Jorah Mormont', 'Quaithe', 'Daenerys Targaryen']"
284,27,284,jorah,Who are you?,"['Jorah Mormont', 'Quaithe', 'Daenerys Targaryen']"
285,29,285,brienne,It looked like Stannis,"['Brienne of Tarth', 'Catelyn Stark']"
286,29,286,catelyn,To me it just looked like A shadow in the shape of a man,"['Brienne of Tarth', 'Catelyn Stark']"
287,29,287,brienne,In the shape of Stannis,"['Brienne of Tarth', 'Catelyn Stark']"
288,29,288,catelyn,We should reach my sons camp tomorrow,"['Brienne of Tarth', 'Catelyn Stark']"
289,29,289,brienne,"Will you stay there long, my lady?","['Brienne of Tarth', 'Catelyn Stark']"
290,29,290,catelyn,"Only long enough to tell Robb what I have seen After that, I will leave for Winterfell My two youngest need me Ive been away from them for far too long","['Brienne of Tarth', 'Catelyn Stark']"
291,29,291,brienne,I never knew my mother,"['Brienne of Tarth', 'Catelyn Stark']"
292,29,292,catelyn,Im sorry,"['Brienne of Tarth', 'Catelyn Stark']"
293,29,293,catelyn,My own mother died on the birthing bed when I was very young,"['Brienne of Tarth', 'Catelyn Stark']"
294,29,294,brienne,Its a bloody business,"['Brienne of Tarth', 'Catelyn Stark']"
295,29,295,catelyn,What comes after is even harder,"['Brienne of Tarth', 'Catelyn Stark']"
296,29,296,brienne,"Once youre safely back amongst your own people, will you give me leave to go, my lady?","['Brienne of Tarth', 'Catelyn Stark']"
297,29,297,catelyn,You mean to kill Stannis,"['Brienne of Tarth', 'Catelyn Stark']"
298,29,298,brienne,I swore a vow,"['Brienne of Tarth', 'Catelyn Stark']"
299,29,299,catelyn,But Stannis has a great army around him His own guards are sworn to keep him safe,"['Brienne of Tarth', 'Catelyn Stark']"
300,29,300,catelyn,Im as good as any of them I should never have fled,"['Brienne of Tarth', 'Catelyn Stark']"
301,29,301,catelyn,Renlys death was no fault of yours You served him bravely,"['Brienne of Tarth', 'Catelyn Stark']"
302,29,302,brienne,I only held him that once as he was dying,"['Brienne of Tarth', 'Catelyn Stark']"
303,29,303,catelyn,"Hes gone, Brienne You serve nothing and no one by following him into the earth Renlys enemies are Robbs enemies as well","['Brienne of Tarth', 'Catelyn Stark']"
304,29,304,brienne,"I do not know your son, my lady But I could serve you, if you would have me You have courage Not battle courage, perhaps, but, I dont know, a womans kind of courage And I think that when the time comes, you will not hold me back Promise me that you will not hold me back from Stannis","['Brienne of Tarth', 'Catelyn Stark']"
305,29,305,catelyn,"When the time comes, I will not hold you back","['Brienne of Tarth', 'Catelyn Stark']"
306,29,306,brienne,"Then I am yours, my lady I will shield your back and give my life for yours, if it comes to that I swear it by the Old Gods and the new","['Brienne of Tarth', 'Catelyn Stark']"
307,29,307,catelyn,I vow that you shall always have a place in my home and at my table and that I shall ask no service of you that might bring you dishonor I swear it by the Old Gods and the new,"['Brienne of Tarth', 'Catelyn Stark']"
308,30,308,winterfell shepherd,"And its not just thieves, my lord Theres wolves in them hills now, more than I ever seen They come down in the night and they kill my sheep My three sons is away fighting for your brother, my lord Theyll fight, keep fighting till theyre told to go home I have no one to man my flock now Only me I cant keep watch all day and all night","['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Winterfell Shepherd', 'Hodor']"
309,30,309,bran,We can send two orphan boys from Winterstown home with you to help watch over your flock if you can give them room and board,"['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Winterfell Shepherd', 'Hodor']"
310,30,310,winterfell shepherd,"My wife always prayed for more children Well look after them Thank you, my lord And may the gods bless you and yours","['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Winterfell Shepherd', 'Hodor']"
311,30,311,bran,"Stop it If thats everyone, Im going to go for a ride before dark","['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Winterfell Shepherd', 'Hodor']"
312,30,312,luwin,Good,"['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Winterfell Shepherd', 'Hodor']"
313,30,313,bran,Hodor,"['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Winterfell Shepherd', 'Hodor']"
314,30,314,hodor,Hodor,"['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Winterfell Shepherd', 'Hodor']"
315,31,315,rodrik,Bran! Lord Stark Torrhens Square is under siege,"['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Hodor', 'Rodrik Cassel', 'Osha']"
316,31,316,luwin,Torrhens Square is barely 40 leagues from here How can the Lannisters strike so far north?,"['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Hodor', 'Rodrik Cassel', 'Osha']"
317,31,317,rodrik,Might be a raiding party led by the mountain Might be sellswords paid by Tywin Lannister,"['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Hodor', 'Rodrik Cassel', 'Osha']"
318,31,318,bran,We have to help them,"['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Hodor', 'Rodrik Cassel', 'Osha']"
319,31,319,rodrik,"Most of the fighting men are away with Robb, but I can gather 200 decent men","['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Hodor', 'Rodrik Cassel', 'Osha']"
320,31,320,luwin,Do you need so many?,"['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Hodor', 'Rodrik Cassel', 'Osha']"
321,31,321,bran,"If we cant protect our own bannermen, why should they protect us? Go, Ser Rodrik Take the men you need","['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Hodor', 'Rodrik Cassel', 'Osha']"
322,31,322,rodrik,"Wont take long, my lord Southerners dont do well up here","['Bran Stark', 'Rickon Stark', 'Maester Luwin', 'Hodor', 'Rodrik Cassel', 'Osha']"
323,32,323,bran,"So, what does it mean?","['Osha', 'Hodor', 'Bran Stark']"
324,32,324,osha,Ask your Maester Luwin Hes the one studying books all the time,"['Osha', 'Hodor', 'Bran Stark']"
325,32,325,bran,I did ask him Hed never heard of a three-eyed raven,"['Osha', 'Hodor', 'Bran Stark']"
326,32,326,osha,"Must not mean anything, then","['Osha', 'Hodor', 'Bran Stark']"
327,32,327,bran,Youre lying,"['Osha', 'Hodor', 'Bran Stark']"
328,32,328,osha,"You might be a little lord, but dont you call me a liar","['Osha', 'Hodor', 'Bran Stark']"
329,32,329,bran,You know what it means,"['Osha', 'Hodor', 'Bran Stark']"
330,32,330,osha,I never said I didnt,"['Osha', 'Hodor', 'Bran Stark']"
331,32,331,bran,You didnt give me an honest answer,"['Osha', 'Hodor', 'Bran Stark']"
332,32,332,osha,Thats not the same as being a liar,"['Osha', 'Hodor', 'Bran Stark']"
333,32,333,bran,"Well, its not far off","['Osha', 'Hodor', 'Bran Stark']"
334,32,334,osha,"So, youve been dreaming of a three-eyed raven again? In the godswood, you told me you didnt dream Now whos a liar? What did you see in your dream?","['Osha', 'Hodor', 'Bran Stark']"
335,32,335,osha,"Something bad? Tell me, boy","['Osha', 'Hodor', 'Bran Stark']"
336,32,336,bran,"I dreamt that the sea came to Winterfell I saw waves crashing against the gates and the water came flowing over the walls It flooded the castle Drowned men were floating here, in the yard Ser Rodrik was one of them","['Osha', 'Hodor', 'Bran Stark']"
337,32,337,osha,The sea is hundreds of miles away,"['Osha', 'Hodor', 'Bran Stark']"
338,32,338,bran,I know Its just a stupid dream,"['Osha', 'Hodor', 'Bran Stark']"
339,32,339,osha,Ive got to get these potatoes to the kitchen Otherwise theyll put me in chains again,"['Osha', 'Hodor', 'Bran Stark']"
340,32,340,bran,"Osha The three-eyed raven, what do they say about it north of the Wall?","['Osha', 'Hodor', 'Bran Stark']"
341,32,341,osha,They say all sorts of crazy things north of the Wall,"['Osha', 'Hodor', 'Bran Stark']"
342,32,342,qhorin,There,"['Osha', 'Hodor', 'Bran Stark']"
343,33,343,jeor,Where?,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
344,33,344,qhorin,On that mountain,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
345,33,345,sam,I dont see very well,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
346,33,346,jon,A fire,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
347,33,347,qhorin,"Theres a fire The people sitting around it have better eyes than yours or mine When they see us coming, that fire becomes a signal Gives Mance Rayder plenty of time to throw a party in our honor","['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
348,33,348,jeor,How many wildlings have joined him?,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
349,33,349,qhorin,"From what we can tell, all of them Mance has gathered them all like deer against the wolves Theyre almost ready to make their move","['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
350,33,350,jon,Where?,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
351,33,351,qhorin,Somewhere safe Somewhere south Cant just march into their midst And we cant wait for them here with nothing but a pile of stones to protect us,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
352,33,352,jeor,You saying we should fall back to the Wall?,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
353,33,353,qhorin,"Mance was one of us once Now hes one of them Hes going to teach them our way of doing things Theyll hit us in force and they wont run away when we hit back Theyre gonna be more organized than before, more disciplined, more like us So we need to be more like them, do things their way Sneak in, kill Mance, and scatter them to the winds before they can march on the Wall And to do that","['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
354,33,354,jeor,We need to get rid of those lookouts,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
355,33,355,qhorin,"Its not a job for 400 men I need to move fast and silent Harker, Stonesnake, Borba","['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
356,33,356,jon,"Lord Commander, Id like to join Lord Qhorin","['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
357,33,357,qhorin,"Ive been called lots of things, but that might be my first Lord Qhorin Youre a steward, Snow, not a ranger","['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
358,33,358,jon,Ive fought and killed a wight How many rangers can say that?,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
359,33,359,qhorin,Hes the one?,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
360,33,360,jeor,Aye You killed a wight You also let an old man beat you bloody and take your sword,"['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
361,33,361,qhorin,"Craster? In the boys defense, thats a tough old goat","['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
362,33,362,sam,"I could take up Jons duties while hes gone, my lord It would be no trouble","['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
363,33,363,jeor,"Well, I hope you make a better ranger than you do a steward Go on","['Samwell Tarly', 'Grenn', 'Eddison Tollett', 'Jeor Mormont', 'Jon Snow', 'Qhorin Halfhand']"
364,34,364,xaro,"So, tell me, how long has your manservant been in love with you?","['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
365,34,365,daenerys,Hes not my manservant and hes not in love with me Hes my advisor and hes my friend,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
366,34,366,xaro,Unlikely I can almost always tell what a man wants,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
367,34,367,daenerys,And what about what a woman wants?,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
368,34,368,xaro,"Much more complicated You, for example, what do you want?","['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
369,34,369,daenerys,To cross the Narrow Sea and take back the Iron Throne,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
370,34,370,xaro,Why?,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
371,34,371,daenerys,Because I promised my khalasar Id protect them and find them a safe home,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
372,34,372,xaro,You want to conquer the Seven Kingdoms for the Dothraki?,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
373,34,373,daenerys,I want them because theyre mine by right The Iron Throne is mine and I will take it,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
374,34,374,xaro,"Ah, a conqueror","['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
375,34,375,daenerys,And how did you get all of this? Did someone give it to you?,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
376,34,376,xaro,"No I come from nothing I hit the docks like a piece of cargo, except someone normally cares what happens to cargo","['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
377,34,377,daenerys,"So you wanted more than you had and you took it Youre a conqueror, too Youre just less ambitious","['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
378,34,378,daenerys,"What do you want, Xaro Xhoan Daxos? At the gates of the city, you bled for me Why?","['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
379,34,379,xaro,I will show you why,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
380,35,380,xaro,The door and the vault is made of Valyrian stone The hardest steel does not make a mark I offered the greatest locksmiths in Qarth their weight in gold if they could break into it I made the same offer to the greatest thieves They all went home empty-handed The only thing that can open this door is this key,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
381,35,381,daenerys,And behind the door?,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
382,35,382,daenerys,And it can all be mine?,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
383,35,383,xaro,"All? Let us say half More than enough to buy horses, ships, armies Enough to go home","['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
384,35,384,daenerys,All I have to do?,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
385,35,385,xaro,Is marry me,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
386,35,386,daenerys,That was a romantic proposal,"['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
387,35,387,xaro,"Ive already married once for love, but the gods stole her from me I come from nothing My mother and father never owned a pair of shoes But marry me, and I will give you the Seven Kingdoms and our children will be princes and princesses","['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
388,35,388,xaro,"See? I have more ambition than you thought The time is right, Daenerys Targaryen, First of Your Name Robert Baratheon is dead","['Xaro Xhoan Daxos', 'Daenerys Targaryen']"
389,36,389,daenerys,The Seven Kingdoms are at war with one another Four false kings destroying the country,"['Daenerys Targaryen', 'Jorah Mormont']"
390,36,390,jorah,"To win Westeros, you need support from Westeros","['Daenerys Targaryen', 'Jorah Mormont']"
391,36,391,daenerys,The usurper is dead,"['Daenerys Targaryen', 'Jorah Mormont']"
392,36,392,daenerys,"The Starks fight the Lannisters, and Baratheons fight each other","['Daenerys Targaryen', 'Jorah Mormont']"
393,36,393,jorah,According to your new friend who earned your trust by cutting his hand?,"['Daenerys Targaryen', 'Jorah Mormont']"
394,36,394,daenerys,The time to strike is now We need to find ships and an army or well spend the rest of our lives rotting away at the edge of the world,"['Daenerys Targaryen', 'Jorah Mormont']"
395,36,395,jorah,"Rich men do not become rich by giving more than they get Theyll give you ships and soldiers and theyll own you forever Moving carefully is the hard way, but its the right way","['Daenerys Targaryen', 'Jorah Mormont']"
396,36,396,daenerys,"And if Id listened to that advice outside the gates of Qarth, wed all be dead by now","['Daenerys Targaryen', 'Jorah Mormont']"
397,36,397,jorah,"I know the opportunity before you seems like the last youll ever have,","['Daenerys Targaryen', 'Jorah Mormont']"
398,36,398,daenerys,Do not speak to me like Im a child,"['Daenerys Targaryen', 'Jorah Mormont']"
399,36,399,jorah,I only want,"['Daenerys Targaryen', 'Jorah Mormont']"
400,36,400,daenerys,What do you want? Tell me,"['Daenerys Targaryen', 'Jorah Mormont']"
401,36,401,jorah,To see you on the Iron Throne,"['Daenerys Targaryen', 'Jorah Mormont']"
402,36,402,daenerys,Why?,"['Daenerys Targaryen', 'Jorah Mormont']"
403,36,403,jorah,"You have a good claim A title A birthright But you have something more than that You may cover it up and deny it, but you have a gentle heart You would not only be respected and feared, you would be loved Someone who can rule and should rule Centuries come and go without a person like that coming into the world There are times when I look at you and I still cant believe youre real","['Daenerys Targaryen', 'Jorah Mormont']"
404,36,404,daenerys,"So what would you have me do, as my advisor?","['Daenerys Targaryen', 'Jorah Mormont']"
405,36,405,jorah,"Make your own way Find your own ship You only need one The allies we need are in Westeros, not Qarth","['Daenerys Targaryen', 'Jorah Mormont']"
406,36,406,daenerys,And how do I get the ship?,"['Daenerys Targaryen', 'Jorah Mormont']"
407,36,407,jorah,Ill find it for you A sound ship with a good captain,"['Daenerys Targaryen', 'Jorah Mormont']"
408,36,408,daenerys,I look forward to meeting him,"['Daenerys Targaryen', 'Jorah Mormont']"
409,36,409,jorah,Khaleesi,"['Daenerys Targaryen', 'Jorah Mormont']"
410,37,410,arya,You should stand sideface,"['Arya Stark', 'Gendry', 'The Tickler', 'Hot Pie', ""Jaqen H'ghar""]"
411,37,411,gendry,Sideface?,"['Arya Stark', 'Gendry', 'The Tickler', 'Hot Pie', ""Jaqen H'ghar""]"
